암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,심기쁨한의원,93,한의원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 67-12, 퍼스트프라자 3층 301호 (불당동)",041-555-8875,,2018-06-21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1083873,36.8136358
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQzIyQxMyQyNjEyMjIjODEjJDEjJDIjJDgz,쌍용굿모닝의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 175, 5층 (쌍용동)",041-571-0075,,2020-04-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1264579,36.7947993
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,쌍용메디컬의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31171,"충청남도 천안시 서북구 월봉로 85, 쌍용메디칼 2,3,4,5층 (쌍용동)",041-571-1085,,1999-03-25,6,2,0,0,4,0,0,0,0,0,0,0,0,0,127.1179218,36.7983646
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjNTEjJDEjJDIjJDgz,쌍용우리이비인후과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 175, 4층 (쌍용동)",575-7533,,2012-03-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1264579,36.7947993
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,쌍용치과의원,51,치과의원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 충무로 205, (쌍용동)",041-574-7522,,2015-06-23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1288032,36.7966603
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,쓰담한의원,93,한의원,340000,충남,340201,천안서북구,성성동,31079,"충청남도 천안시 서북구 업성수변로 111, 2층 201,202호 (성성동)",041-563-3339,,2021-02-24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1397022,36.8490562
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,씨엠씨우성구강악안면외과치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당33길 22, 고은타워 2층 204~205호 (불당동)",041-414-7528,,2023-01-16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1081329,36.8119601
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNTEjJDEjJDIjJDgz,아름드리치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당26로 77, 204, 205호 (불당동, 천안불당지웰더샵 상가동)",041-414-2875,,2016-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1048781,36.8149389
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE0ODEjODEjJDEjJDIjJDgz,아우내한의원,93,한의원,340000,충남,340202,천안동남구,병천면,31254,"충청남도 천안시 동남구 병천면 아우내순대길 43, 2층",041-561-7533,,2001-08-07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.2989,36.761548
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzMxIyQxIyQzIyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,아이누리한의원,93,한의원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 71, 3층 303호 (불당동)",041-561-0380,,2006-11-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1081762,36.8129631
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzIxIyQxIyQxIyQxMyQzNjEyMjIjODEjJDEjJDIjJDgz,아이리더한의원,93,한의원,340000,충남,340201,천안서북구,쌍용동,31171,"충청남도 천안시 서북구 월봉로 75-20, 2층 (쌍용동)",041-552-7355,http://www.i-leader.org/intro.php,1991-10-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1177454,36.7986923
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,아이본병원,21,병원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 206, 3,4,5층(외1 불당25로208 4,5층) (불당동)",041-563-0000,,2019-09-27,10,1,0,0,8,0,0,0,1,0,0,0,0,0,127.1093305,36.8193168
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,아이본소아청소년과의원,31,의원,340000,충남,340201,천안서북구,백석동,31098,"충청남도 천안시 서북구 한들3로 30, 4층 (백석동)",041-415-0101,,2020-04-29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1238968,36.8265044
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjODEjJDEjJDYjJDgz,아이사랑의원,31,의원,340000,충남,340201,천안서북구,백석동,31087,"충청남도 천안시 서북구 한들1로 184, 천안마치에비뉴3차 제1동 1층 110~119호 (백석동)",041-414-1235,,2022-06-29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1206756,36.8388811
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQwMyQyNjE0ODEjNjEjJDEjJDQjJDgz,아이힐소아청소년과의원,31,의원,340000,충남,340201,천안서북구,성정동,31109,"충청남도 천안시 서북구 동서대로 135, 6~8층 (성정동)",041-415-0405,,2020-07-01,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1383794,36.8261581
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,아홉가지약속백석치과의원,51,치과의원,340000,충남,340201,천안서북구,백석동,31091,"충청남도 천안시 서북구 노태산로 73, 6, 7층 (백석동)",041-575-2275,,2016-12-16,3,0,0,0,0,1,0,0,2,0,0,0,0,0,127.1269959,36.8313915
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,안빈치과의원,51,치과의원,340000,충남,340201,천안서북구,성정동,31146,"충청남도 천안시 서북구 성정로 102, 2층 (성정동)",041-574-2835,,2004-04-13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1412443,36.8135184
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,안창훈산부인과의원,31,의원,340000,충남,340202,천안동남구,신부동,31120,"충청남도 천안시 동남구 만남로 15, 3층 (신부동)",041-553-7533,,2000-08-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1539439,36.8190772
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,압구정라인성형외과의원,31,의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 30, 3층 (신부동)",041-553-8090,,2009-12-29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1553946,36.8185545
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,압구정케이엠성형외과천안본점의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 175, (쌍용동)",041-572-7185,,2011-09-14,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1264579,36.7947993
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,앙즈로여성병원,21,병원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당33길 1, 외1(불당25로104) (불당동)",041-576-5700,,2017-02-14,14,1,0,0,13,0,0,0,0,0,0,0,0,0,127.1069713,36.810453
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,애니산부인과의원,31,의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 44, 3층 (신부동)",041-561-7799,http://www.aniclinic.net,2005-01-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1571061,36.8186167
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz,애플산부인과의원,31,의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 42, 601~602호 (신부동)",041-622-8887,http://www.namuobgy.co.kr,2012-01-11,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.156893,36.8186205
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,약선당한의원,93,한의원,340000,충남,340202,천안동남구,목천읍,31231,"충청남도 천안시 동남구 목천읍 서리1길 29-8, 1, 2층",041-562-7888,,2005-01-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.2346861,36.7834339
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz,약선한의원,93,한의원,340000,충남,340201,천안서북구,불당동,31163,"충청남도 천안시 서북구 검은들3길 52, 303호 (불당동)",041-522-1079,,2021-02-15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1093302,36.8100308
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,약손한의원,93,한의원,340000,충남,340202,천안동남구,사직동,31130,"충청남도 천안시 동남구 대흥로 131, (사직동)",041-523-8009,,2005-04-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1481909,36.8007253
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz,약수정한의원,93,한의원,340000,충남,340201,천안서북구,두정동,31103,"충청남도 천안시 서북구 봉정로 370, 201호 (두정동, 태조프라자)",041-568-1075,,2005-02-04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1458515,36.8350948
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,양종오내과의원,31,의원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 67-18, 6층 602,603호 (불당동)",041-622-0500,,2017-03-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1085045,36.8140496
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQxIyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,양치과의원,51,치과의원,340000,충남,340201,천안서북구,성정동,31133,"충청남도 천안시 서북구 동서대로 122, 2층 (성정동)",041-571-2275,,2011-03-09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1365278,36.8256538
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,양현민비뇨기과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31175,"충청남도 천안시 서북구 충무로 130, 2층 (쌍용동)",041-577-5246,,2007-04-17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1220087,36.7925153
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,에덴산부인과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31155,"충청남도 천안시 서북구 미라11길 37, 2~5층 (쌍용동)",041-578-3575,,2000-07-31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1318494,36.8042951
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,에스앤유서울비뇨의학과의원,31,의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 40, 5층 (신부동)",041-414-1752,,2019-05-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,127.1566244,36.8186141
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,에스치과의원,51,치과의원,340000,충남,340201,천안서북구,두정동,31100,"충청남도 천안시 서북구 두정로 187, 3층 (두정동)",041-621-6633,,2016-12-23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1377537,36.8340243
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,에이스치과의원,51,치과의원,340000,충남,340201,천안서북구,두정동,31102,"충청남도 천안시 서북구 두정로 237, 3층 (두정동)",041-553-2879,,2007-05-16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1434987,36.8335939
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQxIyQwMyQyNjEwMDIjODEjJDEjJDIjJDgz,에이프릴의원,31,의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 32, 3,4층 (신부동)",569-8793,http://www.aprilclinic.co.kr,2011-08-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1555676,36.8185333
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,엠티엠치과의원,51,치과의원,340000,충남,340201,천안서북구,성정동,31108,"충청남도 천안시 서북구 성정중7길 3, 3층 (성정동)",041-522-2828,,2004-05-12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.133527,36.8288752
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNzEjJDEjJDgjJDgz,여기치과의원,51,치과의원,340000,충남,340201,천안서북구,성성동,31079,"충청남도 천안시 서북구 성성11길 21, 2층 (성성동)",041-908-0500,,2024-10-02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1368541,36.8435657
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,연세경희한의원,93,한의원,340000,충남,340201,천안서북구,입장면,31055,"충청남도 천안시 서북구 입장면 입장로 149-1, 2층",041-587-1075,,2005-07-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.2221204,36.914637
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,연세나무병원,21,병원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 67-18, 7~9층 (불당동)",041-537-0000,,2013-05-03,10,0,0,0,10,0,0,0,0,0,0,0,0,0,127.1085045,36.8140496
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,연세나은치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31163,"충청남도 천안시 서북구 검은들1길 12, 301,302호 (불당동)",041-561-2882,,2016-05-27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1100649,36.8106973
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,연세보람의원,31,의원,340000,충남,340202,천안동남구,북면,31243,"충청남도 천안시 동남구 북면 충절로 1304, (서광철물)",041-622-3010,,2003-06-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.2519516,36.7696687
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,연세보미온의원,31,의원,340000,충남,340201,천안서북구,성거읍,31045,"충청남도 천안시 서북구 성거읍 수청2길 21, 3,4층",041-522-1205,,2023-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.202261,36.8762726
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,연세수빛내과가정의학과의원,31,의원,340000,충남,340201,천안서북구,성성동,31078,"충청남도 천안시 서북구 성성8로 14-4, 미주타워 6층 601,602,603호 (성성동)",041-414-7505,https://yssb.co.kr/,2025-02-21,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1287295,36.8403761
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQxIyQxMyQ0NjEwMDIjODEjJDEjJDIjJDgz,연세엘소아청소년과의원,31,의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당22대로 67, 2층 202호 (불당동)",041-567-7582,,2018-04-26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1065681,36.8165302
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,연세열린의원,31,의원,340000,충남,340201,천안서북구,성거읍,31046,"충청남도 천안시 서북구 성거읍 성거길 81, (성거읍)",041-622-4381,,1994-11-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.200824,36.8727307
JDQ4MTYyMiM2MSMkMSMkMiMkNjIkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,연세우일치과병원,41,치과병원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 서부대로 350, (쌍용동)",041-579-2244,,2015-01-08,3,0,0,0,0,2,0,0,1,0,0,0,0,0,127.1265202,36.79853
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,연세웰치과의원,51,치과의원,340000,충남,340201,천안서북구,두정동,31103,"충청남도 천안시 서북구 봉정로 362, 3층 301호 (두정동)",041-555-2875,,2020-08-19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1457984,36.8343409
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,연세윤마취통증의학과의원,31,의원,340000,충남,340201,천안서북구,두정동,31105,"충청남도 천안시 서북구 두정로 244, (두정동)",557-1982,,2002-08-24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1441236,36.8330935
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,연세의원,31,의원,340000,충남,340201,천안서북구,성환읍,31015,"충청남도 천안시 서북구 성환읍 성환12길 46, (성환읍)",581-5756,,1994-02-08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1330081,36.9170017
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,연세이라인치과교정과치과의원,51,치과의원,340000,충남,340201,천안서북구,성정동,31134,"충청남도 천안시 서북구 쌍용대로 318, (성정동)",041-415-2875,,2015-06-02,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1376959,36.8256132
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjEyMjIjNDEjJDEjJDQjJDgz,연세조은정신건강의학과의원,31,의원,340000,충남,340201,천안서북구,불당동,31163,"충청남도 천안시 서북구 검은들3길 58, 2층 (불당동)",041-557-3456,,2015-03-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1098221,36.8099358
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz,연세탑비뇨기과의원,31,의원,340000,충남,340201,천안서북구,두정동,31106,"충청남도 천안시 서북구 두정로 220, 4층 (두정동)",556-8275,,2004-07-08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1414138,36.833259
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjODEjJDEjJDIjJDgz,연세탑치과의원,51,치과의원,340000,충남,340201,천안서북구,두정동,31106,"충청남도 천안시 서북구 두정로 220, 3층 (두정동)",041-562-9000,,2004-06-28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1414138,36.833259
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,연세편안한치과의원,51,치과의원,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수14로 102, 208~209동 (청당동)",041-522-2842,,2015-06-23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1573869,36.7855627
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,연세필치과교정과치과의원,51,치과의원,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 월봉로 122, 3층 304호 (쌍용동)",041-572-0572,http://www.yon.co.kr/,2001-03-19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1188958,36.8014806
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,연세하나로의원,31,의원,340000,충남,340201,천안서북구,성환읍,31019,"충청남도 천안시 서북구 성환읍 연암율금로 508, 2층",041-900-8275,,2017-02-20,2,1,0,0,1,0,0,0,0,0,0,0,0,0,127.1341341,36.9111581
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,연세하임산부인과의원,31,의원,340000,충남,340202,천안동남구,신방동,31176,"충청남도 천안시 동남구 수곡2길 17-17, 지하1층,지상1,2,3,4,6층 (신방동)",041-412-5555,,2015-08-11,8,0,0,0,8,0,0,0,0,0,0,0,0,0,127.1269387,36.7907956
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDAjJDgz,연이재한의원,93,한의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 176, 4층 404~407호 (불당동)",041-576-7582,,2012-03-02,5,0,0,0,0,0,0,0,0,5,0,0,0,0,127.1091449,36.8161757
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,열린마음허정신건강의학과의원,31,의원,340000,충남,340202,천안동남구,대흥동,31128,"충청남도 천안시 동남구 공설시장2길 3, 2층 (대흥동, 무궁화빌딩)",555-3595,,1997-05-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1493369,36.809024
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjODEjJDEjJDYjJDgz,열린부부한의원,93,한의원,340000,충남,340201,천안서북구,쌍용동,31149,"충청남도 천안시 서북구 봉서5길 1, 3층 (쌍용동)",041-572-0075,,2018-08-21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.1318403,36.8076209
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,열린사랑의원,31,의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 176, 3층 (불당동)",041-557-5085,,2005-11-25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1091268,36.8162381
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNTEjJDEjJDYjJDgz,열린이비인후과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 133, 2층 (쌍용동)",041-592-7007,,2004-01-27,4,1,0,0,3,0,0,0,0,0,0,0,0,0,127.1222263,36.793159
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,열린정형외과의원,31,의원,340000,충남,340201,천안서북구,성환읍,31016,"충청남도 천안시 서북구 성환읍 성환2로 95, 지하1~3층",041-581-2221,,2009-03-30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1320704,36.9157909
JDQ4MTYyMiM2MSMkMSMkMiMkNjIkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,열린치과병원,41,치과병원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 176, 율곡스퀘어 5층 504호 (불당동)",041-577-2233,http://www.yeolindental.com/,1998-05-18,3,0,0,0,0,2,0,0,1,0,0,0,0,0,127.1091449,36.8161757
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQxIyQzIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,열린치과의원,51,치과의원,340000,충남,340201,천안서북구,쌍용동,31155,"충청남도 천안시 서북구 미라8길 19, 4.5층 (쌍용동)",041-579-2080,,2019-05-13,2,0,0,0,0,1,0,0,1,0,0,0,0,0,127.1296484,36.803252
